Campaign_ID,Budget,Duration,Platform,Content_Type,Target_Age,Target_Gender,Region,Clicks,Conversions,CTR,CPC,Conversion_Rate,Success
CAMP-30ME8F,0.8763869103749925,0.5614035087719298,1,3,4,0,4,0.6083624954748401,0.974708952228021,0.0021780961257404727,0.003345489027732816,0.010300754456376555,1
CAMP-840982,0.8536746854998897,0.8070175438596492,1,1,0,0,1,0.41808455009854795,0.7938578883982337,0.0015366816875362031,0.0047383208321736215,0.01220152001203942,1
CAMP-N2ATQY,0.9845508717722357,0.9473684210526316,3,0,0,0,0,0.4984312779051527,0.8853873946206343,0.0015880527825505384,0.004585511387663108,0.011417949138700725,1
CAMP-YV37DI,0.8830280291326418,0.017543859649122806,3,1,4,0,4,0.019287237037930893,0.4508229626655961,6.82209675409417e-05,0.09698134465858506,0.13749686116571955,0
CAMP-A5U6HC,0.05385124696534981,0.22807017543859648,0,2,0,2,3,0.5285990104983709,0.9303492573263751,0.029778191524926438,0.00023867560279532804,0.011313775304403008,1
CAMP-36KOF8,0.5910395056278966,0.9122807017543859,4,1,3,1,2,0.8126784924178432,0.41368928141308714,0.004312804044448263,0.0016887607989957152,0.0032714185264028734,1
CAMP-KRD5EQ,0.596175839168556,0.6842105263157894,0,2,4,0,4,0.2154981698242227,0.13829787234042554,0.0011360241233358465,0.006401308974663286,0.004154224558977276,1
CAMP-Y08P0F,0.9367789570835255,0.6842105263157894,3,4,0,1,4,0.07763163187321508,0.38277800080289043,0.0002593733763524438,0.027466633855661563,0.03119080486991935,1
CAMP-ODRO8B,0.07259083886759897,0.8771929824561404,2,4,1,1,3,0.5535778930855557,0.4913689281413087,0.023364695532930784,0.00030618103220294895,0.005709516501034309,1
CAMP-NP84DY,0.5202544090206858,0.6666666666666667,3,3,4,1,0,0.38492015606773666,0.8530710558008833,0.0023223614353330476,0.003137866833349205,0.014236187668878736,1
CAMP-T9MOGE,0.9814409823237896,0.8771929824561404,4,0,4,0,4,0.23951168496842445,0.853472501003613,0.0007650006930401957,0.009479993572643305,0.022833220699692357,1
CAMP-4QXXVA,0.8613791858108786,0.08771929824561403,3,3,3,2,4,0.08710429990748562,0.8655158570855079,0.0003171678564902761,0.02257336066466043,0.06281228623763269,1
CAMP-2IEUC1,0.43789249814409825,0.08771929824561403,4,2,2,0,0,0.5613410562728772,0.07105580088317945,0.004019514966550936,0.0018122928562454641,0.0008198574682510877,0
CAMP-HH5LF6,0.36191087658754845,0.03508771929824561,4,3,2,1,3,0.33051767829129963,0.10337213970293056,0.0028654728359977124,0.0025432585376684996,0.0020318323501353646,1
CAMP-A4FEJG,0.523585000300957,0.10526315789473684,4,1,3,1,4,0.5441655605164716,0.9783219590525895,0.003260435299417067,0.0022349785961749444,0.011556969700298573,1
CAMP-XAA2IL,0.20507212937140107,0.8771929824561404,4,2,3,2,0,0.01667270021318531,0.7438779606583702,0.0002756582827647243,0.025885595947055737,0.2581263435514487,1
CAMP-GB0S0R,0.31496157781745954,0.12280701754385964,4,4,3,0,4,0.9715015486102732,0.7219991971095946,0.009648904413310176,0.000751490809505255,0.004775831248843848,1
CAMP-2SDS8B,0.4407415581549327,0.7192982456140351,2,0,2,1,2,0.36611560275129723,0.7874347651545565,0.002607018440508922,0.002795409624806739,0.013814992320027673,1
CAMP-25SQ8C,0.8878834694327963,0.894736842105263,0,2,3,2,1,0.6292184546076184,0.9247290244881574,0.00222358261804826,0.0032771277489716164,0.009449100864962787,1
CAMP-ROYR6C,0.4768564033626934,0.24561403508771928,1,2,0,1,2,0.38214472466916055,0.4297470895222802,0.00251518861197215,0.002897440636911923,0.007233779345103837,1
CAMP-CVCJWT,0.6033386168014285,0.8070175438596492,0,1,4,2,4,0.3564619283214674,0.3805700521878764,0.001854854431080288,0.003927478433743773,0.006869193792690203,1
CAMP-L9TQVD,0.02602275235248089,0.4912280701754385,4,0,4,2,3,0.052069506455894775,0.6021678040947411,0.006019200976725529,0.0012085175546784177,0.07213007973267337,1
CAMP-Z4X1ZH,0.13577175417828696,0.5614035087719298,2,4,1,0,1,0.14468444551707496,0.8462464873544762,0.003336898912494233,0.002183709693061742,0.03729453192343805,1
CAMP-QIMQOD,0.5465781184165647,0.894736842105263,3,2,1,1,2,0.8442339407103495,0.6041750301083902,0.004843722896585949,0.001503133955401924,0.00459989093047702,1
CAMP-PXNF7C,0.1899038943841416,0.5087719298245614,2,2,4,0,0,0.8312819275169945,0.6967081493376155,0.013639033335259017,0.0005296161242920042,0.005387732395602937,1
CAMP-3DD03U,0.8082702995525771,0.6666666666666667,4,1,0,1,3,0.7160411890109006,0.5435568044961864,0.002779745900823376,0.0026217114130633185,0.004880986227426237,1
CAMP-VULEMX,0.4404004735057483,0.456140350877193,2,3,2,0,2,0.6822734403282249,0.35287033319951827,0.004856284158316431,0.0014992328833156319,0.0033262586113495716,1
CAMP-15Z8VM,0.11077225577335928,0.6140350877192982,2,4,2,1,0,0.3394875507823499,0.8231633881975111,0.00950228883286091,0.0007631899729530175,0.015568764247584249,1
CAMP-UHXID4,0.5880901266025962,0.4912280701754385,4,0,0,0,4,0.5770886126865371,0.35427539140907266,0.0030788013066106014,0.0023669494319424346,0.003950336927165577,1
CAMP-N1U349,0.0750185590176762,0.6491228070175439,2,2,2,2,0,0.23697759543059413,0.8430349257326376,0.009729170825126431,0.0007452352129005881,0.0227939899169447,1
CAMP-3WXA73,0.6412190766637909,0.9824561403508771,1,2,3,1,2,0.9690680181810868,0.15756724207145725,0.004740536261923308,0.0015359612280380437,0.0010402421868213022,0
CAMP-JGZLMA,0.6531369755823518,0.5614035087719298,1,4,4,1,2,0.3923414182856683,0.6429144921718186,0.0018855875639914499,0.0038635934112809453,0.01053157978874338,1
CAMP-5UOFWB,0.27158363596236035,0.631578947368421,2,3,4,2,4,0.5087285306303044,0.7579285427539142,0.005861148602603222,0.0012412632224143257,0.00957815305383868,1
CAMP-0HPMNZ,0.013121727092153049,0.456140350877193,3,2,0,0,0,0.45826796991271473,0.5949417904456042,0.094571135693137,7.014621598022356e-05,0.00834762521242968,1
CAMP-1UDBFW,0.6973575971589655,0.9473684210526316,4,4,2,1,0,0.9395036402397329,0.7476916900843036,0.004226566149670504,0.0017233075033888377,0.005114883733367245,1
CAMP-YJXRPJ,0.16020946610220502,0.5614035087719298,1,1,1,1,4,0.7891878846385906,0.3410276997189884,0.015318852898163857,0.0004707646683404276,0.0027771066159816564,1
CAMP-1EPKYR,0.5620272466443289,0.05263157894736842,3,3,1,0,0,0.6712119383773782,0.14853472501003612,0.0037461669651987846,0.0019448065870493563,0.0014242954163397787,1
CAMP-YBOVAK,0.6078128448466122,0.3684210526315789,2,0,2,2,4,0.4657294557741041,0.49317543155359295,0.0024047141155997213,0.0030304826209849615,0.006811212147893656,1
CAMP-HEJLA0,0.06611023053309524,0.017543859649122806,3,2,1,0,3,0.3777402357105507,0.7942593336009636,0.01748297395930663,0.0004116090930143994,0.01350722037226531,1
CAMP-GNZS43,0.9343111093276619,0.15789473684210525,0,4,0,0,2,0.16821527693978522,0.2769971898835809,0.0005643675285570955,0.01280951696438206,0.010569343124089185,1
CAMP-C5BA75,0.7893902610300756,0.07017543859649122,1,1,0,0,3,0.07276457101484253,0.5204737053392212,0.000289689194539065,0.024662426980909643,0.04510240768812049,1
CAMP-UUZPEA,0.3544471419112779,0.15789473684210525,2,0,2,1,1,0.7440770685008647,0.1334805299076676,0.006573653423662641,0.0011060817370872724,0.0011528162411561672,0
CAMP-L2W37D,0.8909933588812423,0.5614035087719298,4,4,1,2,1,0.41707895901210734,0.018667201926936973,0.001468628387422026,0.004957132971269273,0.00030408266997640477,0
CAMP-4IVSOL,0.48010673943139187,0.9298245614035088,2,4,0,2,1,0.10995132939141627,0.6573665194700924,0.0007227211893959253,0.010029435477819018,0.03799494044597954,1
CAMP-MLGSES,0.47460925743865495,0.6491228070175439,4,0,0,0,4,0.8431881259804513,0.9516258530710558,0.005569052721553926,0.001306665533660623,0.007256155909861775,1
CAMP-6M033I,0.03264380730723701,0.21052631578947367,2,1,3,1,0,0.5345521097300994,0.3881975110397431,0.048451412840781166,0.00014388019399992182,0.0046730096744607924,1
CAMP-FHV1XG,0.4027005878694248,0.5263157894736843,3,1,3,0,3,0.3046940991915048,0.2173825772782015,0.0023754122725088505,0.0030678402201608857,0.004601846321171605,1
CAMP-1R11Q7,0.5561485523966212,0.8070175438596492,3,3,0,1,3,0.07918024214633361,0.3552790044158972,0.00044991502461835716,0.016017706438694327,0.02841039434527454,1
CAMP-UWW5WF,0.9999999999999999,0.6140350877192982,3,2,2,1,3,0.9222275853746832,0.9090726615816942,0.002893776259143809,0.002518374796479015,0.006336746793089873,1
CAMP-CPKJCS,0.5362452599265665,0.7719298245614035,0,0,4,1,3,0.8223120550259443,0.651344841429145,0.00480873403949537,0.001514107510044995,0.005091794728729418,1
CAMP-LQC3C5,0.5751088461306956,0.40350877192982454,4,0,4,1,1,0.5918305780137565,0.3984343637093537,0.003228531894006789,0.002257086231109469,0.004331152481071016,1
CAMP-4WSQT2,0.7523123532834414,0.894736842105263,3,0,0,2,3,0.8078516552029282,0.9749096748293858,0.0033692581971730023,0.002162712034476498,0.007759164602950898,1
CAMP-6Q3XLR,0.9492987700888826,0.9649122807017545,0,1,0,1,0,0.3892643095611601,0.3109193095142513,0.0012862203268617597,0.005657190369080533,0.005143503655294717,1
CAMP-FCD6MZ,0.9356955117272928,0.24561403508771928,4,2,0,1,1,0.07306624834077471,0.8016860698514654,0.00024436793182985774,0.029104563372482857,0.06908326629181048,1
CAMP-SGIPPS,0.01695391344475432,0.4912280701754385,2,3,2,0,3,0.5223241221189815,0.33380168606985144,0.0861636162124936,7.770514259723273e-05,0.0041136262139296964,1
CAMP-FNKOMV,0.49234565919624407,0.12280701754385964,0,4,3,0,4,0.5538393467680303,0.2228020875150542,0.0035283966728573246,0.00206504130207796,0.002591476105919189,1
CAMP-2XCDYK,0.7747436849180394,0.07017543859649122,1,4,0,2,2,0.9990748562004745,0.7966680048173425,0.004046062788687186,0.001800375189610824,0.005124554184010755,1
CAMP-0X65MU,0.1481310567604984,0.4912280701754385,0,0,0,0,2,0.8496037971119423,0.25873143315937375,0.01781475523348149,0.0004038100470765449,0.0019553597846034697,1
CAMP-FM8ZOV,0.9371401055356032,0.8070175438596492,0,2,1,1,2,0.7536502956437794,0.18687274187073463,0.002523334033531044,0.0028880910810862785,0.0015934847331064838,1
CAMP-7LN23Y,0.43231476093978854,0.05263157894736842,4,1,2,0,1,0.800490728450183,0.9108791649939784,0.005802717830880213,0.0012538201139267841,0.007316102766128164,1
CAMP-30YSXP,0.7734596015328745,0.19298245614035087,2,2,0,2,3,0.7385463175254414,0.18727418707346447,0.002996106219857707,0.002432321619639163,0.0016299561131314139,1
CAMP-NNGH8R,0.5276780160911699,0.7719298245614035,1,2,1,0,1,0.11224407706850087,0.11802488960256925,0.0006707899346926678,0.010798066150236587,0.00678642416170042,1
CAMP-IEC4D1,0.4395979213900203,0.017543859649122806,3,1,4,0,0,0.556333212662403,0.539542352468888,0.003968309705020461,0.0018357291319974244,0.006237534223316071,1
CAMP-45BM1E,0.09875403784033225,0.456140350877193,3,0,0,2,4,0.6089859619484332,0.9650742673625051,0.019033670893166293,0.00037749095869897304,0.010188545702289642,1
CAMP-NF313F,0.6613230071627776,0.5263157894736843,0,2,0,2,4,0.2459675797433732,0.28201525491770374,0.0011682286195993004,0.006225743606912893,0.007378040286609693,1
CAMP-POYIPK,0.8869404706968158,0.8771929824561404,4,4,1,1,2,0.16831583604842928,0.3034925732637495,0.0005951818945346201,0.012154019998554639,0.011566246043220782,1
CAMP-0QTL3Q,0.2543889568828876,0.8771929824561404,4,1,2,0,2,0.698222114959173,0.7535126455238861,0.008577837260515708,0.0008461593643727659,0.0069390539275246774,1
CAMP-4N89QK,0.5082763186934451,0.6140350877192982,3,3,0,1,2,0.17929689071236074,0.047771979124849456,0.0011098008237385717,0.006551744353792521,0.0017686939350457667,1
CAMP-NS832E,0.7453301498766076,0.6140350877192982,1,0,4,0,3,0.9755038011343068,0.3075070252910478,0.004106358458629388,0.001773879089025771,0.0020222290029138614,1
CAMP-JX5TD4,0.04650789510643848,0.43859649122807015,2,1,0,0,0,0.7490446884678814,0.013247691690084305,0.04851176296548039,0.0001436921156737888,0.00011285972077246135,0
CAMP-4K1J6F,0.817860797335527,0.736842105263158,1,3,4,1,0,0.5020111821728812,0.6244480128462465,0.0019260771061048996,0.0037825282146255385,0.007998538642503347,1
CAMP-P8HQMA,0.8133063140787705,0.456140350877193,2,3,3,0,0,0.5556292989018945,0.1776395022079486,0.0021437166490982282,0.0033990760645106703,0.0020608835540343274,1
CAMP-BSI9NB,0.0037719949439216707,0.07017543859649122,3,2,3,0,0,0.7265797835967982,0.9763147330389402,0.3846170406135124,1.1723325815079356e-05,0.008639751100294135,1
CAMP-74X2EK,0.47149936799020886,0.3333333333333333,2,2,4,0,2,0.1344073046136519,0.04275391409072662,0.0008984074229548566,0.008082594908595659,0.002121297050639521,1
CAMP-3ZEZQA,0.6959932585622278,0.17543859649122806,4,2,2,2,4,0.8148304573428261,0.2402649538338017,0.0036730779507992317,0.001983573932222055,0.0018938320055996057,1
CAMP-CJ4T0S,0.8935013342428924,0.15789473684210525,0,1,0,1,2,0.22694179638791684,0.9807306302689683,0.0007966796544612748,0.00910618028572366,0.027672528203824782,1
CAMP-EKKBP2,0.3025220200236753,0.6842105263157894,0,1,0,2,0,0.38471903785044853,0.9684865515857086,0.003984983902211486,0.0018280314640174362,0.016167942033133785,1
CAMP-QD6VAS,0.45468590116570695,0.6491228070175439,3,0,3,1,2,0.4760468203209847,0.4347651545564031,0.0032841843017342833,0.00221879985092455,0.005875882053053956,1
CAMP-IFPWIO,0.5051062378363195,0.08771929824561403,4,2,4,1,0,0.057580145609589316,0.5353271778402249,0.000361971173335014,0.019833869784723412,0.058216737036801115,1
CAMP-XD9CSS,0.5585562087438053,0.12280701754385964,1,3,0,0,1,0.3771167692369575,0.5766760337213971,0.0021194520592706973,0.0034379399835684455,0.009828925613902537,1
CAMP-9TOQW9,0.8446459741979495,0.38596491228070173,4,4,0,1,4,0.9925988496037971,0.5608189482135689,0.0036874156615781784,0.00197584809955869,0.0036291736836101176,1
CAMP-JA2M0W,0.4144579763648402,0.8070175438596492,0,0,2,2,1,0.30461365190458956,0.13869931754315534,0.0023075658341144014,0.003157969289755683,0.00294838701109636,1
CAMP-10LBT3,0.8897895307076503,0.43859649122807015,0,1,1,2,3,0.0986082619363662,0.5082296266559615,0.0003474056984145184,0.020648557124880566,0.032722556870987886,1
CAMP-G2QZW3,0.31498164162035275,0.7894736842105263,4,0,3,2,2,0.8209243393266562,0.4733038940184665,0.00815475735780964,0.000890399660633196,0.003705480817160244,1
CAMP-C1QKBH,0.5289019080676551,0.736842105263158,4,0,3,1,3,0.568862877599453,0.656162183861903,0.003374015568504382,0.002159658903437359,0.007417284226177906,1
CAMP-B7S9TJ,0.9992175116871652,0.19298245614035087,0,0,1,2,2,0.43491814488556374,0.9429947812123646,0.00136516017922137,0.0053313905328068005,0.013931359885591476,1
CAMP-1GM25L,0.05621877570674746,0.43859649122807015,1,0,0,1,1,0.9822010377700012,0.06342834203131273,0.05300321390738986,0.00013089661982205572,0.0004093442673109812,0
CAMP-EN606N,0.9430388635862041,0.21052631578947367,3,4,2,2,0,0.8210047866135715,0.8462464873544762,0.0027317113320369734,0.002667816911309606,0.0066268129612077845,1
CAMP-9RR7S2,0.13115707951285088,0.6842105263157894,3,2,2,2,0,0.11095692047785688,0.9871537535126456,0.0026569184355606833,0.002742915758759897,0.05648477390942998,1
CAMP-0CV3TL,0.6971168315242471,0.2982456140350877,4,3,3,1,2,0.4580065162302402,0.02167804094741068,0.002061943760931091,0.003533689382335391,0.000317157482341312,0
CAMP-CXLVPY,0.6058666559659718,0.42105263157894735,3,0,2,2,0,0.5117654157113551,0.19108791649939783,0.0026506125120761637,0.002749440670355057,0.002407609068925563,1
CAMP-MB5M9J,0.8245621075018559,0.5614035087719298,0,0,1,0,1,0.6816499738546318,0.8454435969490165,0.0025939601105844042,0.0028094792210142526,0.007974847507046351,1
CAMP-98CWN2,0.2287674805882707,0.8070175438596492,0,0,0,1,0,0.1724789831462934,0.7352468887996789,0.0023689177224557236,0.003076245005547487,0.027246477256245637,1
CAMP-Y8FV2B,0.05822515599606749,0.6842105263157894,4,2,1,1,1,0.9475483689312578,0.41429144921718186,0.04943814093420026,0.00014086271519797125,0.002807529153542597,1
CAMP-C2NNUV,0.03461005999077065,0.736842105263158,4,1,4,1,3,0.9246611158038694,0.06423123243677238,0.07921387651449177,8.516467491499229e-05,0.0004417941721546296,0
CAMP-Y8N1UT,0.3655223611083245,0.19298245614035087,4,1,3,0,1,0.015828003700575195,0.6736250501806504,0.00014495058230652892,0.048110787673325515,0.24492973706936483,0
CAMP-OXIE0R,0.1739732348869405,0.7543859649122806,1,4,2,1,4,0.37403966051244925,0.26174227217984747,0.00670756476362155,0.0010838776433717626,0.004509483098364906,1
CAMP-NUJJQ9,0.3882546497863205,0.6140350877192982,3,1,4,2,4,0.23683681267849244,0.2376555600160578,0.0019168233252671754,0.0038007546944822815,0.006463404536890563,1
CAMP-K6RE4Q,0.36784976224393573,0.8245614035087718,4,0,2,2,4,0.7499094968022203,0.6338819751103975,0.006384877361388096,0.0011389631888084643,0.005434608369328386,1
CAMP-6QDY4L,0.11536686663590218,0.05263157894736842,2,0,0,2,2,0.07576123245243555,0.2844239261340827,0.0020729003148372903,0.003515038855767624,0.023784107915692992,1
CAMP-MCT64Z,0.46285186894323954,0.07017543859649122,2,0,0,1,2,0.9925184023168818,0.06884785226816541,0.0067202333968076665,0.0010818228012889324,0.00043999109933918215,0
CAMP-7W2SEH,0.705122288878634,0.9649122807017545,0,4,0,2,2,0.047886247536301836,0.8474508229626657,0.0002144235821715215,0.03303571685432349,0.10990310883523627,1
CAMP-E2ATN2,0.2227483397203106,0.631578947368421,3,0,2,1,1,0.8427255540806886,0.30389401846647934,0.01180647747055234,0.0006129067141517013,0.002316184965810837,1
CAMP-TWDL9Z,0.7522922894805482,0.12280701754385964,4,1,4,2,2,0.8414383974900447,0.7798073063026898,0.00350939288398467,0.002076240047807405,0.005957813020236001,1
CAMP-S13C9X,0.035974398587508276,0.7192982456140351,2,2,0,0,3,0.8919592936728209,0.003211561621838619,0.07368572794155566,9.210303849605795e-05,1.8712241771845907e-05,0
CAMP-QYM52X,0.1634397383680103,0.8421052631578947,3,2,4,0,4,0.051466151804030406,0.2009233239662786,0.0010076570374182945,0.007211821958726555,0.024533510459351492,1
CAMP-G8P6BE,0.16273750526674827,0.47368421052631576,0,3,2,0,1,0.5149028599010498,0.5399437976716179,0.009851974430701085,0.0007358615889799769,0.006744380556545939,1
CAMP-FFLZM7,0.7900122389197648,0.5263157894736843,1,1,4,0,4,0.7773219098185914,0.16358892011240464,0.003087333136848584,0.0023604036650101013,0.001351740211002331,1
CAMP-64JWTE,0.9433197568267089,1.0,3,0,2,1,2,0.649712400949278,0.8900040144520274,0.002160969427630445,0.0033719718760520543,0.008807669711861952,1
CAMP-KTSG7F,0.9479143676892519,0.14035087719298245,3,2,2,2,1,0.7389485539600177,0.40385387394620637,0.0024459565947066316,0.0029794135976374593,0.0035136918896301965,1
CAMP-XZV4U3,0.4395778575871271,0.9298245614035088,1,1,3,0,0,0.24019548690720408,0.057406663990365314,0.0017171979095327234,0.004241565854827508,0.0015745708925352063,1
CAMP-BBXUX1,0.4100238759254429,0.8771929824561404,3,2,2,1,3,0.4247616749125136,0.3719389803291851,0.003249413194429918,0.0022425674510248945,0.0056356322449035694,1
CAMP-OXRWK8,0.6078730362552918,0.4912280701754385,0,0,2,0,2,0.6244921765013475,0.8036932958651145,0.0032231721567964958,0.002260843130491618,0.00827490773674229,1
CAMP-R2YKCC,0.3338014887341747,0.22807017543859648,0,2,1,0,2,0.7911387313462853,0.42131674026495386,0.007418684085650861,0.0009793832033935259,0.003422902729485941,1
CAMP-PRHVLZ,0.9396681447001465,0.6842105263157894,1,3,0,1,3,0.7214311572342222,0.14893617021276595,0.0024089255499646616,0.0030251878369028083,0.0013273819890990766,1
CAMP-049ENU,0.6231014626512309,0.7017543859649122,4,3,3,1,3,0.6308676239893809,0.15194700923323967,0.0031765715489527604,0.002294040830971298,0.0015513439130968012,1
CAMP-LQJIDK,0.5054071948797175,0.3684210526315789,2,2,3,2,0,0.11125859780378906,0.7472902448815737,0.0006944347996099392,0.010433993939670792,0.042676300190705785,1
CAMP-NWI5FL,0.8420176160189402,0.17543859649122806,4,1,3,2,2,0.14090342303205827,0.2460859092733842,0.0005250914995759798,0.013755003440115923,0.011199327058671937,1
CAMP-UL1RSR,0.32828394293854457,0.38596491228070173,3,1,1,0,2,0.48352841800410284,0.9869530309112807,0.004614376963444243,0.001578088587208122,0.013117919343480767,1
CAMP-LA8S8H,0.2372745330149877,0.0,2,1,2,0,4,0.8112907767185552,0.441790445604175,0.010676856648366208,0.0006784830115959025,0.003499819390800419,1
CAMP-MBR5XQ,0.9214702754760137,0.7894736842105263,1,2,0,2,1,0.3172639877720124,0.38016860698514654,0.0010799649631455892,0.006731728667759096,0.007707391983148,1
CAMP-T4P501,0.04093015790212877,0.631578947368421,1,1,4,2,1,0.9244801094083102,0.31152147731834606,0.06758844134922658,0.00010107187036415513,0.0021628208309321306,1
CAMP-NOUHTC,0.6341566180453843,0.3508771929824561,2,0,2,1,4,0.7500301677325932,0.24207145724608592,0.003710365713845205,0.0019636055667356907,0.0020745178101757374,1
CAMP-S1K9YE,0.7660761220681768,0.43859649122807015,0,3,1,2,1,0.30752986605526733,0.921116017663589,0.0012600284872870341,0.005774256265112139,0.01921921865799245,1
CAMP-9O2M71,0.9499809393872515,0.7894736842105263,2,0,2,2,3,0.06924500221230039,0.2699718988358089,0.00022796653756573256,0.031133837334997742,0.024654099858677555,1
CAMP-HSSBEL,0.4197949479344315,0.6140350877192982,3,1,2,0,1,0.013233578697558425,0.7681653954235248,0.00010602391770067452,0.06463534086344024,0.32681617478651326,0
CAMP-RQVSLW,0.5988242611504584,0.9298245614035088,0,0,1,2,1,0.6417481195446684,0.290646326776395,0.003362134216434905,0.002167300102411668,0.002913907602710776,1
CAMP-F90KM3,0.1434361268834895,0.38596491228070173,1,1,3,0,4,0.31535336470777525,0.7974708952228021,0.0068478681327374495,0.0010615442572774402,0.016232605525138215,1
CAMP-TZK3NY,0.8628839710278686,0.9824561403508771,2,2,3,2,0,0.13975704919351598,0.2818145323163388,0.0005080801414930879,0.014209238149917747,0.012915428643986331,1
CAMP-9V20YA,0.148291567183644,0.0,4,0,0,1,1,0.7633039700736093,0.5702529104777199,0.015991555716398854,0.00045066240281128737,0.004803014118625451,1
CAMP-R821UZ,0.8553801087458117,0.9298245614035088,4,2,0,2,1,0.7738023410160492,0.972300281011642,0.0028385320522535647,0.0025674040673250545,0.00807905566472936,1
CAMP-VGWW4F,0.3038061034088401,0.9473684210526316,3,2,3,2,0,0.5051084027191183,0.9867523083099158,0.0052059527587498405,0.0013981838743911304,0.012556112211481674,1
CAMP-YB8DAL,0.022973054312714434,0.8771929824561404,4,4,4,2,4,0.35537588994811153,0.2842232035327178,0.044673978834109854,0.00015666353147250075,0.005151829176086346,1
CAMP-FYO175,0.09008647499046969,0.6842105263157894,2,1,2,0,0,0.4409315795824786,0.8763548775592133,0.015092716265450584,0.00047792452193273695,0.012771815896478087,1
CAMP-0CEHLX,0.1261210649866576,0.24561403508771928,2,3,4,1,4,0.3656932544949922,0.8956242472902449,0.009007226852702077,0.0008055052984387146,0.015728092015372563,1
CAMP-SLG6MM,0.2442567364218214,0.3508771929824561,4,1,2,2,3,0.7958448976308273,0.8592934564431955,0.010176983695780349,0.0007121443963756664,0.006941965295217736,1
CAMP-1ZXYVG,0.587668786741839,0.8070175438596492,2,3,3,0,4,0.24291058284059372,0.6122039341629868,0.001298714094664155,0.005603002829519076,0.016163767759996246,1
CAMP-IUI9KK,0.2581208242210229,0.14035087719298245,3,1,0,1,3,0.4735730662483408,0.6140104375752711,0.0057397928645907675,0.0012676283613160771,0.00833674203890896,1
CAMP-HZLM72,0.6561264822134387,0.9122807017543859,0,2,0,0,3,0.816238284863843,0.10899237254114814,0.003902687109748252,0.001866661535965238,0.0008561302996586815,0
CAMP-JEYN93,0.11095282999939808,0.14035087719298245,3,0,4,0,4,0.2427496882667632,0.06884785226816541,0.006797262645125494,0.0010694934159314086,0.0018593198687916206,1
CAMP-82KKZM,0.8506249874601232,0.15789473684210525,3,0,0,1,2,0.06574554523148707,0.3113207547169811,0.0002424701493908889,0.029325734732353972,0.029866230745389893,1
CAMP-PJRHT7,0.9699845508717723,0.894736842105263,2,4,3,2,4,0.9036643739189896,0.700120433560819,0.0029232768967002803,0.002492950065946187,0.0049795532115698244,1
CAMP-ZEWVIY,0.05112256977187456,0.9824561403508771,0,3,4,0,1,0.8862676481235671,0.20634283420313126,0.05240959667445934,0.00013246199368459392,0.0014934219688578561,1
CAMP-TWBOZD,0.7694669047571276,0.9122807017543859,2,3,2,0,1,0.8670206347290937,0.5367322360497793,0.0035354164357557167,0.002060935011242149,0.003978282172658395,1
CAMP-1AT7O7,0.3305110250596898,0.43859649122807015,1,3,0,2,2,0.9569808133220707,0.8956242472902449,0.009060292382533622,0.0008007484391375305,0.006015836442164649,1
CAMP-5RH8LX,0.04395979213900202,0.7017543859649122,2,2,1,2,3,0.9908692329351193,0.956041750301084,0.0676765070250959,0.00010093082865731137,0.006202045696582434,1
CAMP-6DUT07,0.9416143335807868,0.5964912280701755,2,3,0,1,2,0.8000482683721492,0.5100361300682458,0.002665992479004933,0.0027335806147934347,0.004097823869925524,1
CAMP-6G5G79,0.059228346140727514,0.894736842105263,2,0,2,1,1,0.3108483166405213,0.3546768366118025,0.016016402628039453,0.00044995222927537076,0.007340545758835063,1
CAMP-OR7875,0.9423165666820489,0.42105263157894735,0,2,4,1,2,0.0605164715819959,1.0,0.00020080325337188862,0.03519809611194101,0.10342405694528137,1
CAMP-AUD9K9,0.42832206416404167,0.43859649122807015,2,1,2,2,4,0.5352157998471502,0.012645523885989563,0.003918125329579284,0.0018592914173841742,0.0001598195475129303,0
CAMP-TR74QG,0.23996308260267654,0.17543859649122806,0,3,1,0,2,0.7471139535819155,0.8659173022882377,0.009724473340846609,0.0007455984704900262,0.0074520925936050085,1
CAMP-EFQJG0,0.057382476274553076,0.6491228070175439,4,3,3,0,3,0.007119584891999518,0.6637896427137696,0.0004727521492137548,0.01525540404208331,0.47261042955670707,1
CAMP-2U1G46,0.9380028490600109,0.017543859649122806,1,1,0,1,4,0.17209685853344597,0.4690887193898033,0.0005751106456608532,0.012573109177519264,0.017448053832618833,1
CAMP-3SDYGF,0.5745069320438996,0.10526315789473684,0,3,4,2,0,0.31601705482482606,0.5541951023685268,0.001727323665213094,0.004216763600478708,0.011266163108619755,1
CAMP-LIJI18,0.49611765414016573,0.2982456140350877,4,1,3,0,1,0.5429186275692852,0.4516258530710558,0.0034326874153552673,0.002122699444680969,0.005351408022259128,1
CAMP-K0AXYC,0.7716137316667001,0.456140350877193,0,2,2,1,1,0.6754957564056152,0.6457246085909274,0.002746936596625723,0.002653029011549236,0.006146812503289658,1
CAMP-ELOS6Z,0.4678678196665396,0.5789473684210527,0,0,4,0,2,0.2761554241583203,0.4223203532717784,0.0018540757409150055,0.003929124500977081,0.009827157868898432,1
CAMP-LE6KWH,0.5189903894384141,0.456140350877193,1,1,3,0,4,0.30382929085716587,0.07627458851866721,0.0018385337541699709,0.00396226907711522,0.001639878509417546,1
